job_title,company,location,salary,description,skills,standardized_title,salary_low,salary_avg,standardized_location,experience_years,skill_firebase,skill_rust,skill_ruby,skill_docker,skill_tableau,skill_kafka,skill_mongodb,skill_swift,skill_azure,skill_python,skill_kubernetes,skill_bash,skill_javascript,skill_spark,skill_flutter,skill_r,skill_numpy,skill_sql,skill_golang,skill_elasticsearch,skill_php,skill_react,skill_postgresql,skill_snowflake,skill_tensorflow,skill_vue.js,skill_pytorch,skill_c++,skill_gcp,skill_pandas,skill_scala,skill_aws,skill_angular,skill_node.js,skill_java,skill_power_bi,skill_terraform,skill_hadoop,skill_linux,skills_count,company_size
Backend Developer,ByteLogic,"Berlin, DE",$99950 - $255060 per year,"We are urgently hiring a Backend Developer for our team at ByteLogic. Experience with Hadoop, PyTorch, PHP is highly preferred.","['TensorFlow', 'Scala', 'Terraform']",Backend Engineer,99950.0,177505.0,"Berlin, DE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,Medium
Cloud Engineer,BrightBytes,"Dublin, IE",$61939 - $228993 per year,"We are urgently hiring a Cloud Engineer for our team at BrightBytes. Experience with NumPy, MongoDB, GoLang, Java, GCP, Docker is highly preferred.","['Scala', 'MongoDB']",DevOps/Cloud Engineer,61939.0,145466.0,"Dublin, IE",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Large
Systems Architect,MacroLogic,"London, UK",$162305 - $257286 per year,"We are urgently hiring a Systems Architect for our team at MacroLogic. Experience with Swift, TensorFlow, Kubernetes, Python, NumPy is highly preferred.","['MongoDB', 'Spark']",Other Tech Role,162305.0,209795.5,"London, UK",8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Data Analyst,SkyNet Inc.,"Toronto, ON",$169904 - $265279 per year,"We are urgently hiring a Data Analyst for our team at SkyNet Inc.. Experience with Angular, React, Elasticsearch, GoLang, AWS, Tableau is highly preferred.","['Elasticsearch', 'AWS', 'React', 'Power BI']",Data Analyst,169904.0,217591.5,"Toronto, ON",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,Large
Technical Support Specialist,SkyNet Inc.,"Los Angeles, CA",$121794 - $207017 per year,"We are urgently hiring a Technical Support Specialist for our team at SkyNet Inc.. Experience with Spark, Docker, TensorFlow is highly preferred.","['Rust', 'Angular', 'PyTorch', 'Power BI']",Other Tech Role,121794.0,164405.5,"Los Angeles, CA",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,Large
Business Intelligence Analyst,ByteLogic,Singapore,$67232 - $284882 per year,"We are urgently hiring a Business Intelligence Analyst for our team at ByteLogic. Experience with Kafka, Snowflake, TensorFlow is highly preferred.","['R', 'React', 'SQL', 'Bash', 'Tableau', 'Spark']",Data Analyst,67232.0,176057.0,Singapore,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Small
Business Intelligence Analyst,PixelPerfect,"Seattle, WA",$126682 - $279743 per year,"We are urgently hiring a Business Intelligence Analyst for our team at PixelPerfect. Experience with AWS, Flutter, Snowflake, Python, Java, Angular is highly preferred.","['GoLang', 'PHP', 'TensorFlow', 'Terraform', 'Scala', 'Ruby']",Data Analyst,126682.0,203212.5,"Seattle, WA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,Small
Product Manager,TechCorp,"Phoenix, AZ",$48713 - $186919 per year,"We are urgently hiring a Product Manager for our team at TechCorp. Experience with GoLang, AWS, Ruby, Elasticsearch is highly preferred.","['Azure', 'JavaScript', 'Spark', 'Kubernetes', 'C++']",Product/Project Manager,48713.0,117816.0,"Phoenix, AZ",3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Large
Data Analyst,Cloudify,Remote,$115831 - $283318 per year,"We are urgently hiring a Data Analyst for our team at Cloudify. Experience with JavaScript, Bash, Flutter, PyTorch is highly preferred.","['React', 'Spark']",Data Analyst,115831.0,199574.5,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Machine Learning Engineer,QuantumSoft,"Atlanta, GA",$77137 - $182502 per year,"We are urgently hiring a Machine Learning Engineer for our team at QuantumSoft. Experience with Bash, Angular, PHP is highly preferred.","['Tableau', 'Java', 'Kubernetes']",ML Engineer,77137.0,129819.5,"Atlanta, GA",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Medium
Backend Developer,NextGen,"Denver, CO",$49793 - $184129 per year,"We are urgently hiring a Backend Developer for our team at NextGen. Experience with Rust, MongoDB, Kubernetes, Ruby, AWS is highly preferred.","['Linux', 'Kubernetes', 'JavaScript', 'React']",Backend Engineer,49793.0,116961.0,"Denver, CO",3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,Medium
Blockchain Developer,DataWorks,"Los Angeles, CA",$69850 - $279374 per year,"We are urgently hiring a Blockchain Developer for our team at DataWorks. Experience with Scala, Power BI, Hadoop, Swift is highly preferred.","['PostgreSQL', 'React', 'GoLang']",Software Engineer,69850.0,174612.0,"Los Angeles, CA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Small
DevOps Engineer,DataNova,"Chicago, IL",$135320 - $203794 per year,"We are urgently hiring a DevOps Engineer for our team at DataNova. Experience with Node.js, Swift, C++, PHP, Scala, Azure is highly preferred.","['NumPy', 'Azure', 'Kubernetes', 'Swift', 'Hadoop']",DevOps/Cloud Engineer,135320.0,169557.0,"Chicago, IL",3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,Large
Full Stack Developer,MacroLogic,"Phoenix, AZ",$118224 - $281255 per year,"We are urgently hiring a Full Stack Developer for our team at MacroLogic. Experience with Vue.js, Angular, Python, Ruby, Scala is highly preferred.","['Elasticsearch', 'Angular', 'MongoDB', 'GoLang', 'Pandas', 'Ruby']",Full Stack Engineer,118224.0,199739.5,"Phoenix, AZ",3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,Small
Data Scientist,GigabyteGroove,"Portland, OR",$104885 - $237313 per year,"We are urgently hiring a Data Scientist for our team at GigabyteGroove. Experience with PyTorch, PHP, Pandas, Snowflake, Terraform, Ruby is highly preferred.","['PyTorch', 'Rust', 'GCP', 'Bash', 'Docker', 'Azure']",Data Scientist,104885.0,171099.0,"Portland, OR",3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,Small
Full Stack Developer,BrightBytes,"Phoenix, AZ",$137236 - $286702 per year,"We are urgently hiring a Full Stack Developer for our team at BrightBytes. Experience with PostgreSQL, TensorFlow, Pandas, Kafka, Linux is highly preferred.","['Terraform', 'PHP', 'Elasticsearch']",Full Stack Engineer,137236.0,211969.0,"Phoenix, AZ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Large
Data Scientist,EchoSoft,"Dallas, TX",$149180 - $219340 per year,"We are urgently hiring a Data Scientist for our team at EchoSoft. Experience with Pandas, PyTorch, Terraform is highly preferred.","['PHP', 'Bash', 'MongoDB']",Data Scientist,149180.0,184260.0,"Dallas, TX",3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Large
Cybersecurity Analyst,ByteLogic,"Miami, FL",$155744 - $281902 per year,"We are urgently hiring a Cybersecurity Analyst for our team at ByteLogic. Experience with Bash, Angular, Spark, Rust, Azure is highly preferred.","['Snowflake', 'MongoDB', 'Flutter']",Data Analyst,155744.0,218823.0,"Miami, FL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Medium
Backend Developer,DataNova,Remote (Global),$128888 - $278033 per year,"We are urgently hiring a Backend Developer for our team at DataNova. Experience with Java, NumPy, GoLang, Linux is highly preferred.","['MongoDB', 'Java', 'Hadoop', 'React', 'Azure']",Backend Engineer,128888.0,203460.5,Remote,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,Large
Technical Support Specialist,InnovateX,"Chicago, IL",$159974 - $293169 per year,"We are urgently hiring a Technical Support Specialist for our team at InnovateX. Experience with GoLang, Snowflake, Rust, Spark, Pandas, Swift is highly preferred.","['NumPy', 'Flutter', 'Snowflake', 'Azure', 'Elasticsearch', 'Angular', 'PHP']",Other Tech Role,159974.0,226571.5,"Chicago, IL",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,Medium
Embedded Systems Engineer,TechCorp,"Dallas, TX",$66546 - $231550 per year,"We are urgently hiring a Embedded Systems Engineer for our team at TechCorp. Experience with NumPy, PostgreSQL, PyTorch, MongoDB is highly preferred.","['PHP', 'Power BI', 'TensorFlow', 'Flutter', 'React', 'GCP', 'Rust']",Other Tech Role,66546.0,149048.0,"Dallas, TX",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,Large
IT Project Manager,InnovateX,Remote,$143193 - $297563 per year,"We are urgently hiring a IT Project Manager for our team at InnovateX. Experience with R, Docker, JavaScript, PHP is highly preferred.","['Kafka', 'Swift']",Product/Project Manager,143193.0,220378.0,Remote,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Technical Support Specialist,NextGen,"Phoenix, AZ",$55448 - $241804 per year,"We are urgently hiring a Technical Support Specialist for our team at NextGen. Experience with Python, React, Pandas, Power BI is highly preferred.","['Angular', 'PyTorch', 'Snowflake', 'JavaScript', 'Kubernetes', 'Linux']",Other Tech Role,55448.0,148626.0,"Phoenix, AZ",3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,Medium
Cloud Engineer,GigabyteGroove,"Austin, TX",$70887 - $197277 per year,"We are urgently hiring a Cloud Engineer for our team at GigabyteGroove. Experience with NumPy, Bash, GoLang is highly preferred.","['Hadoop', 'Vue.js', 'Bash', 'Ruby', 'Spark', 'Pandas']",DevOps/Cloud Engineer,70887.0,134082.0,"Austin, TX",3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,Medium
Backend Developer,GigabyteGroove,Singapore,$83108 - $230934 per year,"We are urgently hiring a Backend Developer for our team at GigabyteGroove. Experience with GCP, Bash, Swift, GoLang, Firebase is highly preferred.","['R', 'Kubernetes']",Backend Engineer,83108.0,157021.0,Singapore,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Medium
Embedded Systems Engineer,GigabyteGroove,Singapore,$118793 - $181487 per year,"We are urgently hiring a Embedded Systems Engineer for our team at GigabyteGroove. Experience with Bash, PostgreSQL, Scala, Elasticsearch is highly preferred.","['Docker', 'Node.js', 'Ruby', 'Flutter', 'Linux', 'NumPy', 'R']",Other Tech Role,118793.0,150140.0,Singapore,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,Small
Machine Learning Engineer,EchoSoft,"Dallas, TX",$158357 - $268111 per year,"We are urgently hiring a Machine Learning Engineer for our team at EchoSoft. Experience with Flutter, Snowflake, Rust is highly preferred.","['Azure', 'Rust', 'Firebase']",ML Engineer,158357.0,213234.0,"Dallas, TX",3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Small
Frontend Developer,DataWorks,Remote,$142139 - $194081 per year,"We are urgently hiring a Frontend Developer for our team at DataWorks. Experience with GCP, PostgreSQL, JavaScript, Node.js is highly preferred.","['PHP', 'PostgreSQL', 'Firebase', 'Pandas', 'MongoDB']",Frontend Engineer,142139.0,168110.0,Remote,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Small
Data Scientist,InnovateX,"Austin, TX",$99355 - $210359 per year,"We are urgently hiring a Data Scientist for our team at InnovateX. Experience with Pandas, Swift, PyTorch, Flutter, Power BI is highly preferred.","['NumPy', 'SQL']",Data Scientist,99355.0,154857.0,"Austin, TX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Embedded Systems Engineer,FutureFrame,"Paris, FR",$109547 - $191614 per year,"We are urgently hiring a Embedded Systems Engineer for our team at FutureFrame. Experience with TensorFlow, Angular, Kafka is highly preferred.","['Swift', 'SQL', 'TensorFlow', 'Scala', 'Power BI', 'Docker']",Other Tech Role,109547.0,150580.5,"Paris, FR",3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,Small
Frontend Developer,BrightBytes,"New York, NY",$114167 - $255804 per year,"We are urgently hiring a Frontend Developer for our team at BrightBytes. Experience with JavaScript, AWS, Hadoop is highly preferred.","['C++', 'SQL', 'Java', 'Tableau', 'Flutter', 'Power BI', 'Node.js']",Frontend Engineer,114167.0,184985.5,"New York, NY",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,7,Medium
Mobile App Developer,FutureFrame,"San Francisco, CA",$58967 - $294841 per year,"We are urgently hiring a Mobile App Developer for our team at FutureFrame. Experience with PHP, NumPy, Java is highly preferred.","['GoLang', 'Scala']",Software Engineer,58967.0,176904.0,"San Francisco Bay Area, CA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Small
IT Project Manager,DeepCompute,"Miami, FL",$108454 - $296412 per year,"We are urgently hiring a IT Project Manager for our team at DeepCompute. Experience with AWS, Swift, Spark, GoLang is highly preferred.","['Angular', 'AWS']",Product/Project Manager,108454.0,202433.0,"Miami, FL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Medium
Technical Support Specialist,GigabyteGroove,"Barcelona, ES",$65209 - $243656 per year,"We are urgently hiring a Technical Support Specialist for our team at GigabyteGroove. Experience with Swift, Power BI, Linux is highly preferred.","['Docker', 'Spark']",Other Tech Role,65209.0,154432.5,"Barcelona, ES",3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Technical Support Specialist,Cloudify,"Paris, FR",$62651 - $283640 per year,"We are urgently hiring a Technical Support Specialist for our team at Cloudify. Experience with Node.js, Swift, Kubernetes, React, Hadoop, JavaScript is highly preferred.","['Hadoop', 'R', 'Python']",Other Tech Role,62651.0,173145.5,"Paris, FR",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Large
Full Stack Developer,MacroLogic,"Berlin, DE",$63138 - $217922 per year,"We are urgently hiring a Full Stack Developer for our team at MacroLogic. Experience with Node.js, Kubernetes, Power BI is highly preferred.","['Hadoop', 'Spark', 'Kubernetes', 'Kafka', 'TensorFlow']",Full Stack Engineer,63138.0,140530.0,"Berlin, DE",3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,Medium
Blockchain Developer,CodeHaven,"Dallas, TX",$164895 - $291297 per year,"We are urgently hiring a Blockchain Developer for our team at CodeHaven. Experience with Kafka, Linux, NumPy, Angular, GoLang is highly preferred.","['TensorFlow', 'PHP', 'Snowflake', 'Docker', 'SQL', 'Kafka']",Software Engineer,164895.0,228096.0,"Dallas, TX",3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Large
Data Analyst,EchoSoft,Remote,$139339 - $196005 per year,"We are urgently hiring a Data Analyst for our team at EchoSoft. Experience with C++, PHP, Java, Node.js, GCP is highly preferred.","['AWS', 'TensorFlow', 'PHP', 'Docker']",Data Analyst,139339.0,167672.0,Remote,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Medium
AI Specialist,CodeHaven,"Atlanta, GA",$53473 - $233865 per year,"We are urgently hiring a AI Specialist for our team at CodeHaven. Experience with Ruby, Linux, TensorFlow, Flutter, Scala, GCP is highly preferred.","['C++', 'Spark', 'Ruby', 'Kafka']",Other,53473.0,143669.0,"Atlanta, GA",3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Large
Data Analyst,InnovateX,"New York, NY",$76419 - $262968 per year,"We are urgently hiring a Data Analyst for our team at InnovateX. Experience with NumPy, Kafka, TensorFlow, R, MongoDB is highly preferred.","['Firebase', 'Pandas', 'Tableau', 'PostgreSQL', 'GCP', 'Angular']",Data Analyst,76419.0,169693.5,"New York, NY",3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,6,Small
Mobile App Developer,EchoSoft,"Miami, FL",$172824 - $254738 per year,"We are urgently hiring a Mobile App Developer for our team at EchoSoft. Experience with AWS, JavaScript, Terraform, React is highly preferred.","['Azure', 'Angular', 'Vue.js', 'GCP', 'Bash', 'Swift']",Software Engineer,172824.0,213781.0,"Miami, FL",3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,Small
Cybersecurity Analyst,NeoTech,Remote (Global),$172347 - $218829 per year,"We are urgently hiring a Cybersecurity Analyst for our team at NeoTech. Experience with Ruby, Vue.js, Docker, R is highly preferred.","['Linux', 'Bash', 'Kubernetes']",Data Analyst,172347.0,195588.0,Remote,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Small
Cybersecurity Analyst,BrightBytes,"Portland, OR",$46786 - $213946 per year,"We are urgently hiring a Cybersecurity Analyst for our team at BrightBytes. Experience with Python, PyTorch, JavaScript, SQL, Docker, NumPy is highly preferred.","['Pandas', 'Node.js', 'Rust', 'Python', 'Linux', 'Elasticsearch', 'Flutter']",Data Analyst,46786.0,130366.0,"Portland, OR",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,7,Medium
Full Stack Developer,QuantumSoft,"San Francisco, CA",$174204 - $238337 per year,"We are urgently hiring a Full Stack Developer for our team at QuantumSoft. Experience with Python, Flutter, Power BI is highly preferred.","['AWS', 'Pandas', 'React', 'Kafka', 'Kubernetes', 'Java']",Full Stack Engineer,174204.0,206270.5,"San Francisco Bay Area, CA",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,6,Large
Software Engineer,CloudNest,"Dallas, TX",$84171 - $205188 per year,"We are urgently hiring a Software Engineer for our team at CloudNest. Experience with Node.js, GCP, C++ is highly preferred.","['Rust', 'Java', 'Snowflake']",Software Engineer,84171.0,144679.5,"Dallas, TX",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Small
Backend Developer,ByteLogic,"Chicago, IL",$80638 - $217212 per year,"We are urgently hiring a Backend Developer for our team at ByteLogic. Experience with Power BI, Pandas, PyTorch is highly preferred.","['Java', 'Tableau', 'GoLang', 'GCP']",Backend Engineer,80638.0,148925.0,"Chicago, IL",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,Large
Blockchain Developer,GigabyteGroove,"Sydney, AU",$117898 - $184187 per year,"We are urgently hiring a Blockchain Developer for our team at GigabyteGroove. Experience with Pandas, Docker, SQL is highly preferred.","['Snowflake', 'Pandas', 'Vue.js', 'Node.js', 'Rust', 'Terraform', 'React']",Software Engineer,117898.0,151042.5,"Sydney, AU",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7,Large
Frontend Developer,SkyNet Inc.,"Portland, OR",$47786 - $288271 per year,"We are urgently hiring a Frontend Developer for our team at SkyNet Inc.. Experience with GoLang, Spark, Vue.js, Java, C++ is highly preferred.","['Tableau', 'MongoDB', 'Kubernetes', 'Python', 'Angular', 'NumPy', 'Node.js']",Frontend Engineer,47786.0,168028.5,"Portland, OR",3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,Small
Cybersecurity Analyst,CloudNest,"Berlin, DE",$50730 - $258485 per year,"We are urgently hiring a Cybersecurity Analyst for our team at CloudNest. Experience with Tableau, PHP, JavaScript, Kubernetes, Power BI, PostgreSQL is highly preferred.","['JavaScript', 'Hadoop']",Data Analyst,50730.0,154607.5,"Berlin, DE",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Small
Frontend Developer,EchoSoft,"Miami, FL",$126357 - $211796 per year,"We are urgently hiring a Frontend Developer for our team at EchoSoft. Experience with TensorFlow, Azure, Kubernetes, Elasticsearch, React is highly preferred.","['Scala', 'NumPy', 'PyTorch', 'Snowflake', 'Flutter', 'R', 'MongoDB']",Frontend Engineer,126357.0,169076.5,"Miami, FL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,Large
Backend Developer,FutureFrame,"San Francisco, CA",$85950 - $191141 per year,"We are urgently hiring a Backend Developer for our team at FutureFrame. Experience with JavaScript, Linux, Rust, GCP is highly preferred.","['Snowflake', 'JavaScript', 'Rust', 'R', 'MongoDB']",Backend Engineer,85950.0,138545.5,"San Francisco Bay Area, CA",3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Small
Frontend Developer,CircuitFlow,"Seattle, WA",$65518 - $209087 per year,"We are urgently hiring a Frontend Developer for our team at CircuitFlow. Experience with Scala, PHP, Bash, Python, Spark, Azure is highly preferred.","['Spark', 'GCP', 'Kafka', 'Terraform', 'Hadoop', 'JavaScript']",Frontend Engineer,65518.0,137302.5,"Seattle, WA",3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,Small
Network Engineer,QuantumSoft,"Chicago, IL",$40173 - $289329 per year,"We are urgently hiring a Network Engineer for our team at QuantumSoft. Experience with Firebase, Angular, PostgreSQL, AWS, Hadoop, GCP is highly preferred.","['Tableau', 'Firebase', 'Power BI']",Other Tech Role,40173.0,164751.0,"Chicago, IL",3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Small
Business Intelligence Analyst,TechCorp,"Phoenix, AZ",$57479 - $275405 per year,"We are urgently hiring a Business Intelligence Analyst for our team at TechCorp. Experience with Linux, Azure, Flutter is highly preferred.","['PHP', 'Rust', 'Vue.js', 'Pandas', 'Terraform']",Data Analyst,57479.0,166442.0,"Phoenix, AZ",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,Medium
Systems Architect,DataWorks,"Los Angeles, CA",$144614 - $221726 per year,"We are urgently hiring a Systems Architect for our team at DataWorks. Experience with Vue.js, Flutter, Docker, Rust is highly preferred.","['Snowflake', 'TensorFlow', 'Hadoop', 'MongoDB', 'AWS']",Other Tech Role,144614.0,183170.0,"Los Angeles, CA",8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,Large
Backend Developer,NeoTech,"Boston, MA",$45372 - $247112 per year,"We are urgently hiring a Backend Developer for our team at NeoTech. Experience with GoLang, PyTorch, Bash, C++, NumPy is highly preferred.","['Hadoop', 'R', 'Kafka', 'Ruby']",Backend Engineer,45372.0,146242.0,"Boston, MA",3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,Large
AI Specialist,TechCorp,"Berlin, DE",$113920 - $268514 per year,"We are urgently hiring a AI Specialist for our team at TechCorp. Experience with PHP, Java, Scala, Ruby is highly preferred.","['Hadoop', 'Elasticsearch', 'Python']",Other,113920.0,191217.0,"Berlin, DE",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Medium
